X,Y,Y_pred
0.0,-0.002451141889662634,0.0
0.005,-0.001863078261660324,2.5e-05
0.01,-0.0012789696909342879,0.0001
0.015,-0.0006960598933593755,0.000225
0.02,-0.00011168114467782967,0.0004
0.025,0.000476749434552198,0.0006250000000000001
0.03,0.0010717334204130074,0.0009
0.035,0.0016756944558667254,0.0012250000000000002
0.04,0.0022909814520135964,0.0016
0.045,0.0029198716224421908,0.002025
0.05,0.0035645733525768103,0.0025000000000000005
0.055,0.004227228905746569,0.003025
0.06,0.004909916967522748,0.0036
0.065,0.005614655029696565,0.0042250000000000005
0.07,0.0063434016151043965,0.004900000000000001
0.075,0.007098058344355505,0.005625
0.08,0.007880471845380311,0.0064
0.085,0.00869243550660198,0.007225000000000001
0.09,0.009535691074442595,0.0081
0.095,0.010411930095808033,0.009025
0.1,0.01132279520615685,0.010000000000000002
0.105,0.012269881263760692,0.011024999999999998
0.11,0.01325473633078524,0.0121
0.115,0.014278862501897558,0.013225
0.12,0.015343716581206738,0.0144
0.125,0.01645071060850299,0.015625
0.13,0.01760121223595212,0.016900000000000002
0.135,0.01879654495664941,0.018225
0.14,0.020037988186728802,0.019600000000000003
0.145,0.02132677720307167,0.021025
0.15,0.02266410293905422,0.0225
0.155,0.024051111641230583,0.024025
0.16,0.025488904390353347,0.0256
0.165,0.026978536490700165,0.027225000000000003
0.17,0.028521016732294107,0.028900000000000006
0.17500000000000002,0.030117306531284686,0.030625000000000006
0.18,0.03176831895448033,0.0324
0.185,0.03347491763481165,0.034225
0.19,0.03523791558532432,0.0361
0.195,0.03705807392018607,0.038025
0.2,0.038936100492092986,0.04000000000000001
0.20500000000000002,0.04087264845641124,0.04202500000000001
0.21,0.04286831477335651,0.04409999999999999
0.215,0.04492363866049586,0.046224999999999995
0.22,0.047039100008842726,0.0484
0.225,0.04921511777679432,0.050625
0.23,0.051452048377116505,0.0529
0.23500000000000001,0.05375018407309424,0.05522500000000001
0.24,0.05610975140083545,0.0576
0.245,0.05853090963549925,0.060024999999999995
0.25,0.061013749319920596,0.0625
0.255,0.06355829087469285,0.065025
0.26,0.0661644833092208,0.06760000000000001
0.265,0.06883220305356333,0.07022500000000001
0.27,0.07156125293101465,0.0729
0.275,0.07435136129131191,0.07562500000000001
0.28,0.07720218132409146,0.07840000000000001
0.28500000000000003,0.08011329057171429,0.08122500000000002
0.29,0.08308419065985256,0.0841
0.295,0.08611430726324208,0.08702499999999999
0.3,0.08920299032276892,0.09
0.305,0.09234951452855354,0.093025
0.31,0.09555308008194771,0.0961
0.315,0.0988128137473497,0.09922500000000001
0.32,0.10212777020250464,0.1024
0.325,0.10549693369349619,0.10562500000000001
0.33,0.10891921999798519,0.10890000000000001
0.335,0.1123934786974339,0.11222500000000002
0.34,0.1159184957561036,0.11560000000000002
0.34500000000000003,0.11949299640158643,0.11902500000000002
0.35000000000000003,0.12311564829853837,0.12250000000000003
0.355,0.12678506500420766,0.126025
0.36,0.1304998096913139,0.1296
0.365,0.13425839912090087,0.13322499999999998
0.37,0.13805930784500056,0.1369
0.375,0.14190097261635584,0.140625
0.38,0.14578179698010502,0.1444
0.385,0.14970015602026696,0.148225
0.39,0.15365440123212937,0.1521
0.395,0.15764286549024692,0.15602500000000002
0.4,0.16166386808074845,0.16000000000000003
0.405,0.16571571976602484,0.16402500000000003
0.41000000000000003,0.16979672784964986,0.16810000000000003
0.41500000000000004,0.17390520120955985,0.17222500000000002
0.42,0.17803945526808623,0.17639999999999997
0.425,0.1821978168683809,0.18062499999999998
0.43,0.18637862902806385,0.18489999999999998
0.435,0.19058025554254707,0.189225
0.44,0.1948010854123847,0.1936
0.445,0.19903953707116195,0.198025
0.45,0.20329406239277886,0.2025
0.455,0.2075631504595086,0.20702500000000001
0.46,0.2118453310748298,0.2116
0.465,0.2161391780077266,0.21622500000000003
0.47000000000000003,0.22044331195786102,0.22090000000000004
0.47500000000000003,0.22475640323371215,0.22562500000000002
0.48,0.22907717413840623,0.2304
0.485,0.23340440106049345,0.235225
0.49,0.23773691626932725,0.24009999999999998
0.495,0.24207360941695982,0.245025
0.5,0.24641342875053138,0.25
