time,V,alpha,q,CL,CD,Cm,dele
0.08333333333333333,0.9166666666666669,0.27950787032518065,0.5608356987691993,0.330638870701099,0.19280879661705144,0.527927025398316,0.4148943179726362
0.08446098331078034,0.9162536573216897,0.283246852933058,0.5742213490834134,0.3372365887293005,0.19801358116063209,0.5156658362305365,0.4154263045978515
0.08558863328822733,0.9158375795764616,0.28735646535792125,0.5865280127259881,0.34389010902929856,0.2036983093590486,0.5038324442659977,0.4159582912230668
0.08671628326567433,0.9154172698636684,0.29175107644909204,0.5978553292906985,0.3505266460569106,0.20933920929000463,0.4931998882209108,0.4158852231805673
0.08784393324312134,0.9149917149128901,0.2963764991132055,0.6082601721428523,0.3571359587476753,0.21527899653335117,0.4829975417796126,0.4158121551380679
0.08897158322056833,0.9145600389752349,0.30119788939489467,0.6177773953816393,0.3636962990305495,0.22147255023123802,0.47322879996951,0.4157390870955684
0.09009923319801533,0.9141213663018093,0.3061804033387929,0.6264418531062491,0.3701859235830985,0.22787474952581732,0.46389704526777664,0.41566601905306894
0.09122688317546232,0.9136748211437243,0.31128919698953356,0.6342883994158713,0.3766003067653912,0.23475101180640687,0.4544234541605836,0.41604802390683804
0.09235453315290933,0.9132195277520874,0.31648942639174915,0.6413518884096957,0.3828820504490359,0.24141283345236655,0.44601759575622807,0.4159422675295362
0.09348218313035633,0.9127546103780054,0.3217462475900736,0.6476671741869118,0.38905119596107207,0.24856869557747652,0.43726997414350954,0.41645310287929116
0.09460983310780333,0.9122791932725884,0.3270248166291393,0.6532691108467092,0.39504804905200713,0.2554885436689036,0.4294680390051677,0.4165768057933472
0.09573748308525033,0.9117924016639533,0.3322903487949573,0.6581925775746139,0.40086270117322614,0.2623394618220933,0.4222173666896201,0.4166242359261977
0.09686513306269734,0.9112937515809363,0.3375355412481895,0.662482770326804,0.40650908364263266,0.2692764473504554,0.4151855778140629,0.41683638962854264
0.09799278304014433,0.9107819011475621,0.3427043816568111,0.6661622775428149,0.4119406412350178,0.2761661720864991,0.40851384655240314,0.4171241751643519
0.09912043301759134,0.9102562915465491,0.34778622438849843,0.6692732243290976,0.41715415988582055,0.28291612256074217,0.40233020868400704,0.4173722219402052
0.10024808299503833,0.9097163639606145,0.35277042381092877,0.6718577357921043,0.42213743464406983,0.28927151813511476,0.39706690736966044,0.41722736775068814
0.10137573297248534,0.9091615595724774,0.3576463342917795,0.6739579370382857,0.4269310924532185,0.29593062442589313,0.3913694122686434,0.41773307551851396
0.10250338294993235,0.9085913195648577,0.36240331019872685,0.6756159531740934,0.4314977225369771,0.30218378786958006,0.38652273714810154,0.41786959738739454
0.10363103292737934,0.9080050851204725,0.3670307058994483,0.6768739093059787,0.4358555346428303,0.3083246996054955,0.38193082170029374,0.4180875196194104
0.10475868290482634,0.9074022974220398,0.3715178757616205,0.6777739305403934,0.4399895773299013,0.3140487179249278,0.3781193423711059,0.4179606119666482
0.10588633288227335,0.9067823976522789,0.3758541741529199,0.6783581419837887,0.4439090514865771,0.31948682942076007,0.3747972496514909,0.41770102813145277
0.10701398285972033,0.9061451469317395,0.3800391204413433,0.6786835488039163,0.4476215995517788,0.32452862987201325,0.37213333420615535,0.4171478902307771
0.10814163283716734,0.905489963632586,0.38406784294200624,0.6787804567256585,0.45114693355490537,0.3294643528925458,0.3695554253413626,0.41673576083317054
0.10926928281461433,0.9048159387447441,0.3879239984829309,0.678641201605022,0.4544668629331592,0.3342360953065783,0.36714972911923793,0.41641080032837036
0.11039693279206134,0.904122837969684,0.3916104463409727,0.678286869178913,0.4575965361800654,0.33898183469685805,0.3646485807850286,0.41636977967293215
0.11152458276950834,0.9034104270088824,0.3951300457929858,0.6777385451842376,0.4605286784812559,0.3434349741690933,0.36254280177034287,0.4162165931627797
0.11265223274695534,0.9026784715638123,0.39848565611582565,0.6770173153579016,0.4632697400055487,0.34757647267116243,0.360859090481277,0.4159179115153697
0.11377988272440233,0.9019267373359479,0.40168013658634727,0.676144265436811,0.4658394355515391,0.35162653481457756,0.35917560139767174,0.41579100386260753
0.11490753270184936,0.9011549900267631,0.4047163464814064,0.675140481157872,0.4682422094873418,0.35552981718871257,0.3575870752031026,0.415749342259428
0.11603518267929633,0.9003629953377309,0.40759714507785677,0.6740270482579904,0.4704690301188878,0.35898779431899824,0.3566441585588159,0.41535003181664587
0.11716283265674333,0.899550518970326,0.41032539165255427,0.6728250524740724,0.4725407627682018,0.362241227574135,0.35588643710659384,0.4149404662100043
0.11829048263419034,0.8987173266260223,0.41290394548235365,0.6715555795430236,0.474468943072208,0.365362487864884,0.35516918212474813,0.4146212742348751
0.11941813261163733,0.8978631840062941,0.4153356658441101,0.6702397152017505,0.47624884348569746,0.3681304655895456,0.35489786745340635,0.4140630087522696
0.12054578258908434,0.8969878568126141,0.41762341201467806,0.6688985451871589,0.4779035737094145,0.37082616087563863,0.35453660266155446,0.4136720306301235
0.12167343256653133,0.8960911950902362,0.41977139593060125,0.6675671546938752,0.4794339115214047,0.37324508658123384,0.3544527097960077,0.41314068495264933
0.12280108254397834,0.8951730364007965,0.42178729220033717,0.6662012762451884,0.48085815060227516,0.3758061291246647,0.3539029700701704,0.41306825785789114
0.12392873252142535,0.8942332074913956,0.42367433813632305,0.6647664340974746,0.4821541219494447,0.3782182506100382,0.3534612432159908,0.4130221096205231
0.12505638249887235,0.8932716495587115,0.4254357763569154,0.6632682132608082,0.48333445924879137,0.38063785751490703,0.35283611335777754,0.4132252900544908
0.12618403247631935,0.8922883037994193,0.4270748494804725,0.6617121987452638,0.484397008224049,0.38295455585096133,0.35223635735940795,0.41350987085159396
0.12731168245376634,0.8912831114101987,0.42859480012535095,0.6601039755609154,0.4853682479850717,0.3855744948269079,0.3509023384195728,0.4144648829860166
0.12843933243121336,0.8902560135877271,0.4299988709099092,0.658449128717838,0.4862086904829289,0.38771371862253845,0.35030561567746765,0.41493533862807447
0.12956698240866035,0.8892069515286811,0.43129030445250427,0.6567532432261057,0.48693279212417695,0.38956143705140794,0.3500932621812842,0.415192358672305
0.13069463238610735,0.8881358942521056,0.43247195383548503,0.6550158628498842,0.4875551717149474,0.3913426578594401,0.3498485760546926,0.4155602626757671
