0,1,2,3,4,5,6,7,8,9,10,output_location,output_function
0.0,0.21414334179329167,0.4183513947606963,0.6031498228345458,0.7599648093268763,0.8815208434980976,0.962178271563474,0.9981949512874732,0.9878998705685244,0.9317706748919926,0.8324115067259141,1.12212649968142,0.0399548718255149
0.0,0.18743256635804667,0.3682215751094276,0.5359589499116495,0.684699230304225,0.8091703088811655,0.9049603014274833,0.9686739263974523,0.9980528508554348,0.9920557372107922,0.9508951534859662,0.6219939567426431,0.8810469857451521
0.0,0.19938290883364762,0.3907592611712459,0.5664440172771308,0.719382259889412,0.8434324963042018,0.9336132803583692,0.9863032507897502,0.9993865530975661,0.9723378052433302,0.9062431952514287,0.6240127351267813,0.8926750855522737
0.0,0.33296858830387643,0.6279374155358137,0.8512434115077788,0.9774019665870999,0.9920153414115878,0.8934157968271863,0.6928559232211602,0.4132244480751895,0.08643407912506651,-0.25022050666291695,1.0167500599817025,-1.2668631727209638
0.0,0.29012749444973945,0.5552970627782969,0.7726977593754268,0.9236279078120978,0.9951038937594234,0.9809770673622934,0.8824626746635379,0.708035317284461,0.47269993333765603,0.19670101270638587,1.1308009516799855,-0.9767315449093383
0.0,0.4136721893761206,0.7532357507926434,0.957858483565241,0.9908825935163773,0.8463918708042532,0.5502715682645389,0.15557110496815535,-0.2669996416961678,-0.641737883251436,-0.9015099383942561,0.24616309114819238,2.130913628014592
0.0,0.33993048153726485,0.6393756277532304,0.8626718609067526,0.9832248525506712,0.9866768779272114,0.8726168047240404,0.6546290584669878,0.35867573282661913,0.020004533668613572,-0.3210491827907461,1.2170248468717428,-1.9840879175373844
0.0,0.3149453237994282,0.5978353967054938,0.8198775630506987,0.9584722894772019,0.9995133537540998,0.9388235812643648,0.7825799993737325,0.5466851373135037,0.25514846090642346,-0.06235731969545147,0.6240127351267813,0.5988475331572362
0.0,0.19938290883364762,0.3907592611712459,0.5664440172771308,0.719382259889412,0.8434324963042018,0.9336132803583692,0.9863032507897502,0.9993865530975661,0.9723378052433302,0.9062431952514287,0.6212664274638592,0.895878551539148
0.0,0.18743256635804667,0.3682215751094276,0.5359589499116495,0.684699230304225,0.8091703088811655,0.9049603014274833,0.9686739263974523,0.9980528508554348,0.9920557372107922,0.9508951534859662,1.4970322062780717,-0.269134965571845
0.0,0.19205323061070442,0.37695613126179667,0.5478245857843347,0.6982969941904397,0.8227711212742791,0.9166126733181478,0.9763278373885061,0.9996933594149189,0.985839318117561,0.9352815130288599,1.5368622658334266,-0.38700167728189855
0.0,0.42070208093975797,0.7633208906631854,0.9642655921967862,0.9862403880149486,0.8251667056086891,0.5109401898986276,0.10188200296398114,-0.3260857174146861,-0.693531180675475,-0.9322556660017154,0.24616309114819238,2.1486380287084805
0.0,0.18663391890860181,0.36670934626129403,0.5338982620677885,0.6823254904813221,0.8067751590071744,0.9028739891709101,0.9672449776397624,0.9976260672979221,0.9929496380624614,0.9533800240578093,0.5350789414058041,0.9589845099850869
0.0,0.4092174861428739,0.746770247684691,0.9535439346443888,0.9933270462124975,0.8591525151671968,0.5745178242443058,0.1892699800543243,-0.22912400635868257,-0.6073923642948733,-0.8792903739786937,0.22981769832830923,2.189365403103049
0.0,0.3929179345682023,0.7226338725648138,0.9361120430323157,0.999013859179489,0.9012213802896567,0.6584648120158506,0.30979225689030376,-0.08871128693623795,-0.47294536134045095,-0.7811047940034112,0.14052392615393627,2.404770365613426
0.0,0.44790081907430684,0.8009212391606445,0.9842797084460089,0.9591347602870169,0.7308129371061355,0.3476804502575542,-0.10910240389540302,-0.5427737137704627,-0.8614673671430015,-0.9976733714003395,1.3876728027710163,-1.692858260586132
0.0,0.18743256635804667,0.3682215751094276,0.5359589499116495,0.684699230304225,0.8091703088811655,0.9049603014274833,0.9686739263974523,0.9980528508554348,0.9920557372107922,0.9508951534859662,0.09449815295224287,1.1926185966096812
