eta,f,g,h
0.0,0.0,0.0,0.33138148745907503
0.05,0.0004142186869801049,0.016568780156815118,0.33137454042788766
0.1,0.0016568720923866992,0.03313745404278877,0.3313675933967003
0.15000000000000002,0.0037279428517792354,0.049705539496485145,0.33134757163478024
0.2,0.006627380915251276,0.06627221120626679,0.3313076142677488
0.25,0.010355086395315282,0.08283630092326003,0.331240866962864
0.30000000000000004,0.014910892431141305,0.0993962979025532,0.3311404872718103
0.35000000000000003,0.02029454808250615,0.11595034965044106,0.33099965152551064
0.4,0.026505701270689595,0.13249626305510426,0.3308115632700413
0.45,0.033543881787406964,0.1490315059774452,0.3305694632273454
0.5,0.041408484396679344,0.1655532093778388,0.33026664075799766
0.55,0.05009875205829782,0.18205817005324496,0.32989644679580543
0.6000000000000001,0.05961375930521766,0.19854285405741934,0.32945230821555926
0.65,0.06995239581080123,0.21500340087480088,0.3289277435858748
0.7000000000000001,0.08111335018529128,0.23143562841600682,0.32831638024879983
0.75,0.09309509404421276,0.24783503889968087,0.32761197265681025
0.8,0.10589586639454533,0.26419682568168784,0.32680842188609754
0.8500000000000001,0.11951365838744896,0.2805158810882906,0.32589979623271315
0.9,0.13394619848903247,0.29678680530495916,0.3248803527853844
0.9500000000000001,0.1491909381230965,0.31300391636682906,0.3237445598557265
1.0,0.16524503784192576,0.3291612612905318,0.32248712013336456
1.05,0.18210535408301784,0.3452526283801655,0.32110299442026924
1.1,0.19976842657108393,0.3612715607325587,0.31958742578565014
1.1500000000000001,0.21823046642570815,0.37721137095873053,0.31793596397020174
1.2000000000000002,0.23748734503567584,0.3930651571295789,0.31614448985657406
1.25,0.2575345837611462,0.40882581994438794,0.3142092398119112
1.3,0.2783673445245257,0.42448608111077,0.31212682969832983
1.35,0.2999804213500681,0.4400385029142209,0.30989427833859606
1.4000000000000001,0.3223682329108646,0.4554755089446296,0.30750903021716125
1.4500000000000002,0.34552481613997754,0.47078940593593704,0.30496897719144433
1.5,0.36944382095999473,0.48597240666377406,0.30227247898492793
1.55,0.3941185061822378,0.5010166538344298,0.29941838223253137
1.6,0.4195417366232384,0.5159142448870272,0.2964060378500044
1.6500000000000001,0.4457059814819049,0.5306572576194303,0.29323531650284895
1.7000000000000002,0.4726033140160533,0.5452377765373121,0.2899066219568047
1.75,0.5002254125516788,0.5596479198151108,0.28642090210109994
1.8,0.5285635628525258,0.5738798667474221,0.2827796574476993
1.85,0.5576086618712057,0.5879258855598807,0.2789849469247174
1.9000000000000001,0.5873512228963474,0.6017783614398938,0.2750393907997428
1.9500000000000002,0.6177813821030883,0.615429824639855,0.2709461705892535
2.0,0.6488889065066807,0.6288729784988192,0.266709025833316
2.0500000000000003,0.6806632033111523,0.6421007272231866,0.26233224764012686
2.1,0.7130933306368807,0.6551062032628319,0.2578206689326079
2.15,0.7461680096027032,0.6678827941164474,0.25317965135881026
2.2,0.7798756377298353,0.6804241683987129,0.24841506885901032
2.25,0.8142043036265192,0.6927243010023484,0.24353328791483775
2.3000000000000003,0.8491418029040261,0.7047774971901967,0.23854114453898845
2.35,0.8846756552664868,0.7165784154562472,0.23344591809777882
2.4000000000000004,0.9207931227091098,0.7281220889999745,0.22825530209247935
2.45,0.95748122875174,0.7394039456654952,0.22297737205846935
2.5,0.9947267786275085,0.7504198262058215,0.21762055077343967
2.5500000000000003,1.0325163803395945,0.7611660007428391,0.21219357099663938
2.6,1.070836466492949,0.7716391833054854,0.20670543598986013
2.6500000000000004,1.109673316802284,0.7818365443418251,0.2011653780972733
2.7,1.1490130811727775,0.7917557211152128,0.19558281568486158
2.75,1.188841803245844,0.8013948259103113,0.1899673087604925
2.8000000000000003,1.2291454442990235,0.810752451991262,0.1843285136125894
2.85,1.2699099073865818,0.8198276772715702,0.17867613681834205
2.9000000000000004,1.3111210616058504,0.8286200656730962,0.17301988898130616
2.95,1.3527647663736435,0.8371296661697009,0.1673694385629898
3.0,1.3948268955973369,0.8453570095293952,0.16173436617342385
3.0500000000000003,1.4372933616263326,0.8533031027870432,0.15612411968162654
3.1,1.4801501388716873,0.8609694214975578,0.15054797049865232
3.1500000000000004,1.5233832869846111,0.8683578998369085,0.14501497137338726
3.2,1.5669789734883273,0.8754709186348966,0.13953391602466114
3.25,1.610923495762372,0.8823112914393746,0.13411330091299578
3.3000000000000003,1.6552033022837644,0.8888822487261961,0.12876128943153375
3.35,1.6998050130355236,0.895187420382528,0.12348567876876215
3.4000000000000004,1.7447154389996862,0.9012308166030724,0.11829386966614397
3.45,1.789921600659224,0.9070168073491424,0.11319283926199408
3.5,1.835410745440964,0.9125501005292718,0.10818911717932145
3.5500000000000003,1.8811703640397344,0.9178357190670745,0.10328876498057915
3.6,1.9271882055723693,0.9228789770273297,0.09849735907672241
3.6500000000000004,1.9734522915188462,0.9276854549747467,0.09381997714219881
3.7,2.0199509284165917,0.9322609747415496,0.08926118805191896
3.75,2.066672719282797,0.9366115737799386,0.08482504532150714
3.8000000000000003,2.1136065737483403,0.9407434792737003,0.08051508399861018
3.85,2.160741716895549,0.9446630821797997,0.07633432092103098
3.9000000000000004,2.20806769680044,0.9483769113658034,0.07228525822759013
3.95,2.255574390788216,0.9518916080025587,0.06836988998006333
4.0,2.303252010418574,0.9552139003638097,0.06458971172954908
4.05,2.3510911052247363,0.9583505791755136,0.06094573283869531
4.1000000000000005,2.399082565237012,0.9613084736476792,0.057438491352110876
